Minutes from midnight,Days,Is business,MAX BATP001,MIN BATP001,AVG BATP001,DIFF BATP001,SEC BATP001,MAX BATP002,MIN BATP002,AVG BATP002,DIFF BATP002,SEC BATP002,MAX BATP003,MIN BATP003,AVG BATP003,DIFF BATP003,SEC BATP003,MAX BATP005,MIN BATP005,AVG BATP005,DIFF BATP005,SEC BATP005,MAX BATP006,MIN BATP006,AVG BATP006,DIFF BATP006,SEC BATP006,MAX BATP007,MIN BATP007,AVG BATP007,DIFF BATP007,SEC BATP007,MAX BATP008,MIN BATP008,AVG BATP008,DIFF BATP008,SEC BATP008,MAX BATP009,MIN BATP009,AVG BATP009,DIFF BATP009,SEC BATP009,MAX BATP010,MIN BATP010,AVG BATP010,DIFF BATP010,SEC BATP010,MAX BATP011,MIN BATP011,AVG BATP011,DIFF BATP011,SEC BATP011,MAX BATP102,MIN BATP102,AVG BATP102,DIFF BATP102,SEC BATP102,MAX BATP103,MIN BATP103,AVG BATP103,DIFF BATP103,SEC BATP103,MAX BATP104,MIN BATP104,AVG BATP104,DIFF BATP104,SEC BATP104,MAX BATV001,MIN BATV001,AVG BATV001,DIFF BATV001,SEC BATV001,MAX BATV002,MIN BATV002,AVG BATV002,DIFF BATV002,SEC BATV002,MAX BATV003,MIN BATV003,AVG BATV003,DIFF BATV003,SEC BATV003,MAX BATV004,MIN BATV004,AVG BATV004,DIFF BATV004,SEC BATV004,MAX BATV005,MIN BATV005,AVG BATV005,DIFF BATV005,SEC BATV005,MAX BATV006,MIN BATV006,AVG BATV006,DIFF BATV006,SEC BATV006,MAX BATV007,MIN BATV007,AVG BATV007,DIFF BATV007,SEC BATV007,MAX BATV008,MIN BATV008,AVG BATV008,DIFF BATV008,SEC BATV008,MAX BATV009,MIN BATV009,AVG BATV009,DIFF BATV009,SEC BATV009,MAX BATV010,MIN BATV010,AVG BATV010,DIFF BATV010,SEC BATV010,MAX BATV011,MIN BATV011,AVG BATV011,DIFF BATV011,SEC BATV011,MAX BATV102,MIN BATV102,AVG BATV102,DIFF BATV102,SEC BATV102,MAX BATV103,MIN BATV103,AVG BATV103,DIFF BATV103,SEC BATV103,MAX BATV104,MIN BATV104,AVG BATV104,DIFF BATV104,SEC BATV104,VAL D002,N D002,SEC D002,MAX LS001,MIN LS001,AVG LS001,DIFF LS001,SEC LS001,MAX LS002,MIN LS002,AVG LS002,DIFF LS002,SEC LS002,MAX LS003,MIN LS003,AVG LS003,DIFF LS003,SEC LS003,MAX LS004,MIN LS004,AVG LS004,DIFF LS004,SEC LS004,MAX LS005,MIN LS005,AVG LS005,DIFF LS005,SEC LS005,MAX LS006,MIN LS006,AVG LS006,DIFF LS006,SEC LS006,MAX LS007,MIN LS007,AVG LS007,DIFF LS007,SEC LS007,MAX LS008,MIN LS008,AVG LS008,DIFF LS008,SEC LS008,MAX LS009,MIN LS009,AVG LS009,DIFF LS009,SEC LS009,MAX LS010,MIN LS010,AVG LS010,DIFF LS010,SEC LS010,MAX LS011,MIN LS011,AVG LS011,DIFF LS011,SEC LS011,VAL M001,N M001,SEC M001,VAL M002,N M002,SEC M002,VAL M003,N M003,SEC M003,VAL M004,N M004,SEC M004,VAL M005,N M005,SEC M005,VAL M006,N M006,SEC M006,VAL M007,N M007,SEC M007,VAL M008,N M008,SEC M008,VAL M009,N M009,SEC M009,VAL M010,N M010,SEC M010,VAL M011,N M011,SEC M011,MAX T102,MIN T102,AVG T102,DIFF T102,SEC T102,MAX T103,MIN T103,AVG T103,DIFF T103,SEC T103,MAX T104,MIN T104,AVG T104,DIFF T104,SEC T104,MAX T106,MIN T106,AVG T106,DIFF T106,SEC T106,TIME Toilet,TIME Work,TIME Eat_Lunch,TIME Dress,TIME Enter_Home,TIME Sleep_Out_Of_Bed,TIME Entertain_Guests,TIME Phone,TIME Cook_Breakfast,TIME Eat,TIME Cook_Lunch,TIME Watch_TV,TIME Sleep,TIME Step_Out,TIME Bed_Toilet_Transition,TIME Wash_Dishes,TIME Bathe,TIME Cook,TIME Personal_Hygiene,TIME Groom,TIME Leave_Home,TIME Relax,TIME Eat_Breakfast,TIME Work_At_Table,TIME Work_On_Computer,TO PREDICT
617,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,2869,4,0,1.4713888888888889,4,1477,12,0,4.527222222222222,12,1016,7,0,4.601944444444444,7,979,4,0,1.4691666666666667,4,388,0,0,0.0,0,3600,44,0,14.727777777777778,44,1205,33,31,32.490833333333335,2,0,44,0,18.694166666666668,44,1485,16,0,15.724444444444444,16,3538,13,0,4.801388888888889,13,1435,0,0,0.0,0,3600,0,14,1032,0,18,985,0,10,978,0,18,978,0,86,721,0,0,3600,0,0,3600,0,10,1479,0,32,975,0,30,977,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,27,0,21.8775,27,2917,29,0,9.611666666666666,29,882,81,0,0,0,30,0,0,1263,0,0,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,Sleep_Out_Of_Bed
677,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,71,0,70.1913888888889,71,3559,0,0,0.0,0,3600,0,0,0.0,0,3600,88,0,36.59333333333333,88,1497,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7247,0,815.2875,7247,405,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3,0,1.3375,3,1605,10,0,5.658333333333333,10,2037,43,0,21.41111111111111,43,22,30,0,23.448888888888888,30,616,43,0,17.5475,43,297,15,0,9.1875,15,2205,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,28,889,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,2633,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,0,0,Entertain_Guests
740,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8396,0,4351.926666666666,8396,1866,0,0,0.0,0,3600,0,0,0.0,0,3600,8475,0,6857.6875,8475,2913,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8990,0,7211.977777777778,8990,2888,8435,0,4843.095833333334,8435,2067,0,0,0.0,0,3600,0,0,0.0,0,3600,2891,0,2136.9308333333333,2891,2661,0,0,0.0,0,3600,2891,0,1124.2777777777778,2891,1400,0,2,2661,5,0,0.1191666666666666,5,2661,11,0,0.1697222222222222,11,1733,5,4,4.523055555555556,1,1712,2,0,0.7066666666666667,2,1272,10,0,7.195,10,9,39,0,28.5025,39,289,25,0,21.036666666666665,25,284,43,0,8.948333333333334,43,1149,15,0,10.956111111111111,15,9,11,10,10.198888888888888,1,2873,0,0,0.0,0,3600,0,16,1865,0,14,1733,0,8,1711,0,20,1866,0,70,5,0,4,2674,0,4,2675,0,32,1737,0,40,8,0,20,1710,0,0,3600,0,0,0.0,0,3600,27,0,21.86083333333333,27,2409,28,0,6.261111111111111,28,805,0,0,0.0,0,3600,111,819,0,0,0,682,241,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,Work_On_Computer
801,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,82,0,52.66222222222222,82,2312,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8356,0,5366.408888888889,8356,2312,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,4,576,4,0,0.5144444444444445,4,576,11,0,0.0822222222222222,11,1410,14,0,12.188055555555556,14,1819,4,0,2.766388888888889,4,564,7,0,3.450555555555556,7,283,34,0,23.78611111111111,34,338,21,0,17.90111111111111,21,332,44,0,0.7183333333333334,44,823,13,0,9.1,13,286,11,0,8.814444444444444,11,571,0,0,0.0,0,3600,0,14,574,0,10,1410,0,38,62,0,6,564,0,18,1478,0,0,3600,0,0,3600,0,16,1410,0,10,1476,0,22,34,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2250,Phone
861,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,2303.223611111111,8435,983,7920,0,4147.0,7920,1885,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,302,3,0,0.7208333333333333,3,303,3,0,0.2097222222222222,3,2741,12,0,9.396666666666668,12,908,2,0,1.7130555555555556,2,368,5,0,4.05,5,1046,27,0,22.941944444444445,27,1025,16,0,13.699444444444444,16,1171,43,0,2.9077777777777776,43,2741,8,0,6.554166666666666,8,1017,7,0,4.5,7,921,0,0,0.0,0,3600,0,22,303,0,6,915,0,48,303,0,44,313,0,58,913,0,10,1020,0,4,1766,0,48,2741,0,68,320,0,116,313,0,0,3600,0,0,0.0,0,3600,27,0,18.602777777777774,27,1340,0,0,0.0,0,3600,0,0,0.0,0,3600,232,0,0,0,0,0,165,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,Leave_Home
924,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,83,83,82.97694444444444,0,3600,83,0,44.82,83,1944,0,0,0.0,0,3600,83,0,40.30111111111111,83,1748,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7287,0,7084.583333333333,7287,3500,8475,8475,8472.645833333334,0,3600,8475,0,4576.5,8475,1944,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,4,2345,3,0,0.985,3,1755,5,0,0.0088888888888888,5,2330,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,21,21,20.99416666666667,0,3600,17,0,13.51388888888889,17,745,0,0,0.0,0,3600,6,0,4.798055555555556,6,2348,5,0,3.97,5,1736,0,0,0.0,0,3600,0,6,2348,0,4,2328,0,14,664,0,8,2325,0,16,530,0,0,3600,0,0,3600,0,4,2329,0,6,655,0,10,657,0,0,3600,0,0,0.0,0,3600,27,0,2.6475,27,353,0,0,0.0,0,3600,30,0,3.148055555555556,30,15,0,0,0,0,8,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,17,0,0,0,1659,Personal_Hygiene
985,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,1403,3,0,0.1672222222222222,3,817,10,0,0.4497222222222222,10,2001,12,0,0.1727777777777777,12,1419,0,0,0.0,0,3600,2,0,0.6155555555555555,2,1108,22,0,13.981111111111112,22,38,20,0,16.52611111111111,20,182,43,0,3.9644444444444447,43,2003,7,0,2.7016666666666667,7,1066,3,0,1.1205555555555555,3,214,0,0,0.0,0,3600,0,4,1404,0,10,1999,0,24,1417,0,12,1413,0,18,1707,0,0,3600,0,0,3600,0,68,1746,0,20,1651,0,26,1413,0,0,3600,28,0,24.62444444444445,28,3166,0,0,0.0,0,3600,0,0,0.0,0,3600,30,30,29.991666666666667,0,3600,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,328,0,9,0,0,0,0,Enter_Home
1046,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,72,72,71.98,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,89,0,45.6125,89,1845,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7207,0,1807.7558333333332,7207,903,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,4,1961,3,0,0.0069444444444444,3,1961,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1,0,0.5816666666666667,1,895,15,0,9.708333333333334,15,130,19,0,9.279444444444444,19,274,0,0,0.0,0,3600,3,0,1.9066666666666667,3,753,2,0,0.5866666666666667,2,156,0,0,0.0,0,3600,0,4,1958,0,0,3600,0,0,3600,0,4,1952,0,28,540,0,0,3600,0,0,3600,0,0,3600,0,2,1948,0,4,1950,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,30,0,29.87361111111111,30,2764,0,0,0,0,16,0,0,0,0,0,0,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,Entertain_Guests
1108,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,47,0,8.838611111111112,47,677,0,0,0.0,0,3600,8435,0,5135.977777777778,8435,2192,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,7636.018055555555,8435,3259,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8950,0,7833.736111111111,8950,3151,8475,0,5624.104166666667,8475,2389,0,0,0.0,0,3600,0,0,0.0,0,3600,2905,0,1801.1,2905,2232,1640,0,308.4111111111111,1640,677,0,0,0.0,0,3600,0,2,1868,3,0,0.2677777777777778,3,1869,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,14,0,9.654444444444444,14,237,18,0,10.175833333333332,18,381,0,0,0.0,0,3600,2,0,0.1527777777777778,2,275,2,0,0.6183333333333333,2,2162,0,0,0.0,0,3600,0,8,1869,0,4,2134,0,8,1877,0,12,2157,0,54,85,0,0,3600,0,0,3600,0,2,2135,0,32,2073,0,30,1874,0,0,3600,28,0,14.1425,28,450,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,326,0,0,0,0,3206,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
1172,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,83,0,62.29611111111111,83,2702,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8396,0,6301.664444444445,8396,2702,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1,4,1333,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9,0,5.253333333333333,9,456,6,0,3.498333333333333,6,0,0,0,0.0,0,3600,1,0,0.3322222222222222,1,2298,0,0,0.0,0,3600,0,0,0.0,0,3600,0,8,1325,0,4,2305,0,30,1312,0,12,1323,0,66,224,0,0,3600,0,0,3600,0,26,2306,0,18,1307,0,24,1309,0,0,3600,27,0,5.2575,27,701,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,93,0,0,0,0,0,0,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch_TV
1234,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8396,0,3419.0377777777776,8396,1466,7960,0,3391.8444444444444,7960,1534,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,797,2,0,0.0027777777777777,2,798,9,0,1.7094444444444443,9,4,0,0,0.0,0,3600,0,0,0.0,0,3600,1,0,0.0044444444444444,1,2413,8,0,0.4416666666666666,8,2399,25,0,0.87,25,2404,1,0,0.1847222222222222,1,665,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,10,793,1,31,5,0,10,813,0,28,209,0,68,867,0,16,2384,0,10,2445,1,1,2,0,30,852,0,72,210,0,2,1534,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,30,0,6.159166666666667,30,604,0,0,0,327,0,0,0,0,0,0,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,Phone
1294,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,1,0,0.1038888888888888,1,2651,10,0,2.098333333333333,10,2360,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,44,0,9.80638888888889,44,1761,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,8,2358,0,15,2359,0,14,2655,0,24,2090,0,32,2661,0,0,3600,0,0,3600,0,85,2360,0,20,2660,0,46,2033,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,27,0,18.7575,27,2501,0,0,0.0,0,3600,137,0,0,0,0,0,0,638,0,0,0,0,2351,0,0,0,0,0,260,0,0,0,0,0,0,Bed_Toilet_Transition
1395,196,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,88,0,14.715555555555556,88,602,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,1356,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,10,712,0,0,3600,0,0,0.0,0,3600,26,26,25.99277777777778,0,3600,0,0,0.0,0,3600,29,0,9.666666666666666,29,1085,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
19,197,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8396,0,3377.0577777777776,8396,1448,7247,0,6524.313055555555,7247,3241,0,0,0.0,0,3600,8475,0,298.9791666666667,8475,127,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,4081.6027777777776,8435,1742,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,16,115,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,54,85,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
83,197,True,0,0,0.0,0,3600,0,0,0.0,0,3600,82,0,45.282222222222224,82,1988,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,48,0,47.24,48,3543,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8356,0,4614.368888888889,8356,1988,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8990,0,4200.327777777778,8990,1682,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,2891,0,1235.0994444444443,2891,1538,1654,0,1627.8116666666667,1654,3543,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,6,1040,0,4,1044,0,0,3600,0,20,1029,0,0,3600,0,0,3600,0,0,3600,0,22,1046,0,0,3600,0,70,1026,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,27,0,5.459722222222222,27,155,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3397,0,164,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
150,197,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7920,0,1562.0,7920,710,0,0,0.0,0,3600,0,0,0.0,0,3600,2905,0,984.4722222222222,2905,1220,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,6,648,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,26,26,25.99277777777778,0,3600,27,0,19.515,27,2602,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
