Minutes from midnight,Days,Is business,MAX BATP001,MIN BATP001,AVG BATP001,DIFF BATP001,SEC BATP001,MAX BATP002,MIN BATP002,AVG BATP002,DIFF BATP002,SEC BATP002,MAX BATP003,MIN BATP003,AVG BATP003,DIFF BATP003,SEC BATP003,MAX BATP004,MIN BATP004,AVG BATP004,DIFF BATP004,SEC BATP004,MAX BATP005,MIN BATP005,AVG BATP005,DIFF BATP005,SEC BATP005,MAX BATP006,MIN BATP006,AVG BATP006,DIFF BATP006,SEC BATP006,MAX BATP007,MIN BATP007,AVG BATP007,DIFF BATP007,SEC BATP007,MAX BATP008,MIN BATP008,AVG BATP008,DIFF BATP008,SEC BATP008,MAX BATP009,MIN BATP009,AVG BATP009,DIFF BATP009,SEC BATP009,MAX BATP010,MIN BATP010,AVG BATP010,DIFF BATP010,SEC BATP010,MAX BATP011,MIN BATP011,AVG BATP011,DIFF BATP011,SEC BATP011,MAX BATP012,MIN BATP012,AVG BATP012,DIFF BATP012,SEC BATP012,MAX BATP013,MIN BATP013,AVG BATP013,DIFF BATP013,SEC BATP013,MAX BATP101,MIN BATP101,AVG BATP101,DIFF BATP101,SEC BATP101,MAX BATP102,MIN BATP102,AVG BATP102,DIFF BATP102,SEC BATP102,MAX BATP103,MIN BATP103,AVG BATP103,DIFF BATP103,SEC BATP103,MAX BATV001,MIN BATV001,AVG BATV001,DIFF BATV001,SEC BATV001,MAX BATV002,MIN BATV002,AVG BATV002,DIFF BATV002,SEC BATV002,MAX BATV003,MIN BATV003,AVG BATV003,DIFF BATV003,SEC BATV003,MAX BATV004,MIN BATV004,AVG BATV004,DIFF BATV004,SEC BATV004,MAX BATV005,MIN BATV005,AVG BATV005,DIFF BATV005,SEC BATV005,MAX BATV006,MIN BATV006,AVG BATV006,DIFF BATV006,SEC BATV006,MAX BATV007,MIN BATV007,AVG BATV007,DIFF BATV007,SEC BATV007,MAX BATV008,MIN BATV008,AVG BATV008,DIFF BATV008,SEC BATV008,MAX BATV009,MIN BATV009,AVG BATV009,DIFF BATV009,SEC BATV009,MAX BATV010,MIN BATV010,AVG BATV010,DIFF BATV010,SEC BATV010,MAX BATV011,MIN BATV011,AVG BATV011,DIFF BATV011,SEC BATV011,MAX BATV012,MIN BATV012,AVG BATV012,DIFF BATV012,SEC BATV012,MAX BATV013,MIN BATV013,AVG BATV013,DIFF BATV013,SEC BATV013,MAX BATV101,MIN BATV101,AVG BATV101,DIFF BATV101,SEC BATV101,MAX BATV102,MIN BATV102,AVG BATV102,DIFF BATV102,SEC BATV102,MAX BATV103,MIN BATV103,AVG BATV103,DIFF BATV103,SEC BATV103,VAL D001,N D001,SEC D001,VAL D002,N D002,SEC D002,VAL D003,N D003,SEC D003,VAL L001,N L001,SEC L001,VAL L002,N L002,SEC L002,VAL L003,N L003,SEC L003,VAL L004,N L004,SEC L004,VAL L005,N L005,SEC L005,VAL L006,N L006,SEC L006,VAL L007,N L007,SEC L007,VAL L008,N L008,SEC L008,MAX LL001,MIN LL001,AVG LL001,DIFF LL001,SEC LL001,MAX LS001,MIN LS001,AVG LS001,DIFF LS001,SEC LS001,MAX LS002,MIN LS002,AVG LS002,DIFF LS002,SEC LS002,MAX LS003,MIN LS003,AVG LS003,DIFF LS003,SEC LS003,MAX LS004,MIN LS004,AVG LS004,DIFF LS004,SEC LS004,MAX LS005,MIN LS005,AVG LS005,DIFF LS005,SEC LS005,MAX LS006,MIN LS006,AVG LS006,DIFF LS006,SEC LS006,MAX LS007,MIN LS007,AVG LS007,DIFF LS007,SEC LS007,MAX LS008,MIN LS008,AVG LS008,DIFF LS008,SEC LS008,MAX LS009,MIN LS009,AVG LS009,DIFF LS009,SEC LS009,MAX LS010,MIN LS010,AVG LS010,DIFF LS010,SEC LS010,MAX LS011,MIN LS011,AVG LS011,DIFF LS011,SEC LS011,MAX LS012,MIN LS012,AVG LS012,DIFF LS012,SEC LS012,MAX LS013,MIN LS013,AVG LS013,DIFF LS013,SEC LS013,VAL M001,N M001,SEC M001,VAL M002,N M002,SEC M002,VAL M003,N M003,SEC M003,VAL M005,N M005,SEC M005,VAL MA004,N MA004,SEC MA004,VAL MA006,N MA006,SEC MA006,VAL MA007,N MA007,SEC MA007,VAL MA008,N MA008,SEC MA008,VAL MA009,N MA009,SEC MA009,VAL MA010,N MA010,SEC MA010,VAL MA011,N MA011,SEC MA011,VAL MA012,N MA012,SEC MA012,VAL MA013,N MA013,SEC MA013,MAX T101,MIN T101,AVG T101,DIFF T101,SEC T101,MAX T102,MIN T102,AVG T102,DIFF T102,SEC T102,MAX T103,MIN T103,AVG T103,DIFF T103,SEC T103,TIME Toilet,TIME Eat_Lunch,TIME Drink,TIME Dress,TIME Enter_Home,TIME Sleep_Out_Of_Bed,TIME Entertain_Guests,TIME Phone,TIME Cook_Dinner,TIME Cook_Breakfast,TIME Take_Medicine,TIME Eat,TIME Cook_Lunch,TIME Watch_TV,TIME Sleep,TIME Step_Out,TIME Bed_Toilet_Transition,TIME Wash_Dishes,TIME Bathe,TIME Cook,TIME Evening_Meds,TIME Personal_Hygiene,TIME Morning_Meds,TIME Wash_Breakfast_Dishes,TIME Read,TIME Wash_Dinner_Dishes,TIME Groom,TIME Leave_Home,TIME Relax,TIME Eat_Breakfast,TIME Eat_Dinner,TIME Work_At_Table,TIME Work_On_Computer,TIME Wash_Lunch_Dishes,TO PREDICT
488,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8840,0,4498.577777777778,8840,1832,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9140,0,1000.3222222222222,9140,394,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,241,0,0,0.0,0,3600,4,0,2.873333333333333,4,372,0,0,0.0,0,3600,0,0,0.0,0,3600,3,0,1.345,3,42,5,0,2.6663888888888887,5,393,30,0,21.217777777777776,30,8,33,0,29.05,33,446,23,0,17.696944444444444,23,394,29,0,22.093611111111112,29,14,4,0,2.585555555555556,4,396,9,6,7.313333333333333,3,223,15,0,6.470277777777778,15,32,35,0,0.7988888888888889,35,241,0,0,3600,0,0,3600,0,0,3600,0,8,373,0,0,3600,0,0,3600,0,0,3600,0,4,373,0,0,3600,0,10,234,0,26,158,0,66,21,0,14,237,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,91,0,0,234,0,0,0,0,0,0,0,0,0,0,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
548,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,98,0,93.01833333333332,98,3417,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8860,0,14.766666666666667,8860,6,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8920,0,8466.566666666668,8920,3417,9100,0,8632.361111111111,9100,3415,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,2,3429,0,0,3600,0,0,3600,0,2,2994,0,0,3600,0,0,3600,1,1,2301,0,0,3600,0,2,3454,0,0,3600,0,0,0.0,0,3600,7,0,2.046944444444444,7,1623,29,0,2.011388888888889,29,2993,34,0,2.668333333333333,34,2993,27,0,3.2463888888888888,27,63,10,0,3.670555555555556,10,44,34,0,25.842222222222222,34,1154,41,0,33.284166666666664,41,513,34,0,26.710833333333333,34,107,38,0,29.5725,38,1175,8,0,6.583333333333333,8,47,16,0,11.926666666666666,16,171,17,0,11.883055555555556,17,59,34,0,0.9230555555555556,34,42,0,10,3423,0,36,3142,0,14,3208,0,32,2442,0,32,2459,0,76,2349,0,152,2963,0,244,53,0,64,2964,0,18,2444,0,0,3600,0,62,2446,0,20,3035,35,0,13.65,35,1404,0,0,0.0,0,3600,0,0,0.0,0,3600,78,0,0,56,0,0,3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
609,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3070,0,2009.9972222222225,3070,2357,0,0,3600,0,0,3600,0,0,3600,0,0,3600,1,1,1760,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,10,0,4.413888888888889,10,449,25,0,10.771944444444443,25,1723,36,0,14.85777777777778,36,1126,26,0,11.730277777777776,26,1729,13,0,6.093055555555556,13,519,36,0,34.63944444444444,36,279,42,0,40.29833333333333,42,268,34,0,32.941944444444445,34,281,40,38,38.98916666666667,2,0,13,0,1.763611111111111,13,73,18,0,11.646944444444443,18,197,20,0,8.301111111111112,20,85,4,0,1.0744444444444443,4,67,0,0,3600,0,10,1719,0,4,1722,0,4,1717,0,12,1719,0,22,872,0,24,868,0,44,247,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
670,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9040,0,4417.044444444445,9040,1759,0,0,0.0,0,3600,9120,0,7620.266666666666,9120,3008,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9160,0,2208.5777777777776,9160,868,0,0,0.0,0,3600,9140,0,7967.033333333334,9140,3138,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,12,0,9.185555555555556,12,940,27,22,22.837777777777777,5,1712,0,0,0.0,0,3600,26,0,24.968888888888888,26,1741,14,0,13.511111111111113,14,860,40,0,33.34527777777778,40,474,46,0,35.86,46,549,36,0,30.02166666666667,36,193,39,0,25.875555555555557,39,567,14,0,10.273333333333332,14,144,23,0,18.247777777777777,23,268,23,0,17.866666666666667,23,156,3,0,1.615,3,1938,0,2,1535,0,12,1712,0,0,3600,0,26,1456,0,10,1713,0,114,474,0,108,1146,0,180,192,0,22,1156,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,25,0,9.854166666666666,25,1419,0,0,0.0,0,3600,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
731,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,97,0,30.824444444444445,97,1144,96,0,30.69333333333333,96,1151,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,100,0,86.08333333333333,100,3099,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9160,0,7475.577777777778,9160,2938,0,0,0.0,0,3600,0,0,0.0,0,3600,8840,0,2826.3444444444444,8840,1151,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9000,0,7747.5,9000,3099,0,0,0.0,0,3600,0,0,0.0,0,3600,3010,0,2247.4666666666667,3010,2688,0,0,0.0,0,3600,0,0,3600,0,2,2828,0,0,3600,0,0,3600,0,1,2942,0,0,3600,0,0,3600,0,1,2838,0,0,3600,0,4,2852,0,0,3600,0,0,0.0,0,3600,9,0,4.030833333333334,9,439,22,0,4.046944444444445,22,1747,3,0,0.4983333333333333,3,2344,3,0,2.4497222222222224,3,2937,14,0,5.974722222222222,14,1647,36,0,27.95083333333333,36,1167,43,28,32.87138888888889,15,1771,32,0,20.922777777777775,32,1048,37,0,22.65277777777778,37,1150,12,0,8.335,12,1110,20,0,17.272222222222222,20,319,21,0,18.34583333333333,21,1302,33,0,0.9258333333333332,33,1060,0,6,2828,0,0,3600,0,0,3600,0,26,2833,0,2,2936,0,38,2962,0,52,2964,0,32,2248,0,5,2970,0,8,2899,0,0,3600,0,10,3096,0,18,2848,0,0,0.0,0,3600,25,0,6.1125,25,309,0,0,0.0,0,3600,36,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Enter_Home
792,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9000,0,6142.5,9000,2457,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,2,20,1,1,1445,0,0,3600,0,2,955,0,0,3600,1,1,1648,0,0,3600,0,0,3600,0,2,1146,0,0,3600,0,0,0.0,0,3600,10,0,4.581111111111111,10,18,30,0,5.854722222222223,30,954,34,0,6.696666666666666,34,954,28,0,6.446666666666666,28,356,12,0,3.598611111111111,12,9,27,0,21.59777777777778,27,3,30,0,24.495555555555555,30,922,23,0,10.776944444444444,23,344,30,0,23.31833333333333,30,5,10,8,8.831111111111111,2,601,19,0,16.716666666666665,19,1010,20,0,16.12638888888889,20,793,34,0,3.0119444444444445,34,550,0,8,18,0,32,955,0,18,999,0,22,9,0,58,953,0,16,3,0,6,920,0,18,5,0,16,5,0,0,3600,0,0,3600,0,0,3600,0,24,1141,0,0,0.0,0,3600,25,0,19.334722222222226,25,2213,25,0,6.069444444444445,25,874,306,0,133,0,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read
852,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8860,0,5079.733333333334,8860,2064,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,1,1,2166,0,0,3600,0,0,3600,1,1,3549,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,10,0,6.063888888888889,10,1223,29,0,14.086666666666666,29,187,35,0,19.01333333333333,35,192,28,0,17.022222222222222,28,186,13,0,8.963055555555556,13,75,36,0,33.596666666666664,36,63,42,0,39.49305555555556,42,245,34,0,31.806944444444444,34,8,40,0,37.445,40,246,9,0,4.845833333333333,9,5,16,0,11.725,16,1014,16,0,10.20888888888889,16,197,2,0,0.9744444444444444,2,1754,0,0,3600,0,226,187,0,72,189,0,92,46,0,296,186,0,88,62,0,42,186,1,125,8,0,22,196,0,0,3600,0,0,3600,0,0,3600,0,0,3600,36,0,5.73,36,573,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read
913,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,95,0,89.90694444444445,95,3407,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8820,0,8347.15,8820,3407,9060,0,8790.716666666667,9060,3493,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,2,3557,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,11,0,9.905555555555557,11,2357,29,0,22.696666666666665,29,3510,32,0,29.576944444444443,32,2927,28,0,24.62305555555556,28,3509,14,0,12.885277777777778,14,521,36,0,32.60638888888889,36,536,42,0,37.81,42,495,34,29,30.975,5,537,39,0,35.49777777777778,39,519,10,0,6.532222222222222,10,29,18,0,13.59388888888889,18,439,20,0,12.989444444444445,20,222,3,0,2.3216666666666668,3,1179,0,4,3556,0,10,3510,0,4,3516,0,12,3507,0,12,3509,0,14,2922,0,2,3481,0,15,2923,0,16,2914,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,2920,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,Sleep_Out_Of_Bed
974,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8880,0,8857.8,8880,3591,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3060,0,1903.15,3060,2239,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,1,2015,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,9,0,7.38,9,21,0,0,0.0,0,3600,0,0,0.0,0,3600,25,0,12.053333333333333,25,583,10,0,4.955555555555556,10,1784,28,0,17.1975,28,809,34,0,20.621388888888887,34,198,27,6,15.975277777777778,21,211,32,0,19.9225,32,792,3,0,2.5766666666666667,3,3092,7,0,5.197222222222222,7,389,6,0,4.895833333333333,6,285,1,0,0.5116666666666667,1,1842,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,8,2000,0,12,1992,0,10,2001,0,20,1987,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
1040,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9060,0,5473.75,9060,2175,0,0,0.0,0,3600,9120,0,6052.133333333333,9120,2389,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9140,0,7195.211111111111,9140,2834,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,9,0,7.03,9,2812,27,0,8.461666666666666,27,630,34,0,11.710555555555556,34,75,26,0,19.015555555555554,26,630,10,0,3.3961111111111117,10,628,13,9,10.79527777777778,4,38,15,0,11.070277777777775,15,40,11,0,8.090833333333334,11,629,16,0,9.215833333333334,16,225,4,0,2.250833333333333,4,433,7,0,4.833055555555555,7,668,7,0,4.793333333333333,7,76,0,0,0.0,0,3600,0,0,3600,0,36,630,0,38,660,0,10,628,0,58,630,0,8,624,0,14,39,0,22,590,0,38,224,0,0,3600,0,0,3600,0,0,3600,0,8,1313,0,0,0.0,0,3600,26,0,2.99,26,414,0,0,0.0,0,3600,92,0,0,0,0,2182,0,341,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,Watch_TV
1106,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3010,0,1175.5722222222223,3010,1406,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,8,0,6.953333333333333,8,3129,0,0,0.0,0,3600,0,0,0.0,0,3600,25,0,18.86,25,1604,10,0,4.125,10,405,10,0,6.675,10,405,12,0,7.404444444444445,12,22,8,0,4.068888888888889,8,362,13,5,9.038333333333334,8,376,2,0,0.7777777777777778,2,200,5,0,2.862222222222222,5,436,5,0,2.536666666666666,5,444,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,6,3009,0,0,3600,0,2,3362,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,26,0,22.88083333333333,26,2596,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,Toilet
1170,191,True,0,0,0.0,0,3600,0,0,0.0,0,3600,97,0,50.89805555555556,97,1889,96,0,58.266666666666666,96,2185,0,0,0.0,0,3600,99,0,49.8025,99,1811,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,100,0,22.694444444444443,100,817,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8840,0,5365.388888888889,8840,2185,0,0,0.0,0,3600,9020,0,4795.633333333333,9020,1914,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9100,0,2085.4166666666665,9100,825,9160,0,2078.811111111111,9160,817,9000,0,2042.5,9000,817,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,1,370,0,0,3600,0,0,3600,0,2,452,0,0,3600,0,4,548,0,0,3600,0,0,0.0,0,3600,1,0,0.0902777777777777,1,325,31,0,12.141111111111112,31,369,34,0,13.053611111111111,34,370,27,0,12.850555555555555,27,370,12,0,5.132777777777778,12,368,24,1,3.6352777777777776,23,452,32,0,3.656944444444445,32,451,24,0,1.7730555555555556,24,366,29,0,4.063611111111111,29,452,13,0,3.230555555555556,13,365,36,0,8.675555555555556,36,817,34,0,8.044166666666667,34,813,24,0,1.492222222222222,24,545,0,0,3600,0,66,370,0,26,507,0,42,365,0,116,369,0,60,453,0,54,482,0,82,364,0,82,483,0,10,363,0,0,3600,0,32,282,0,56,545,0,0,0.0,0,3600,26,0,19.92083333333333,26,440,0,0,0.0,0,3600,165,0,47,71,0,0,0,0,0,0,0,0,0,1630,344,0,0,144,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
